OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu02888,Bacteria,Spirochaetes,(Leptospirae),(Leptospirales),Leptospiraceae,Leptospira,Leptospira unclassified
Otu02889,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu02890,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu02891,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter unclassified
Otu02892,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium unclassified
Otu02893,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Ellin329_unclassified,Ellin329_unclassified,unclassified unclassified
Otu02894,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02895,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,Thiohalocapsa halophila
Otu02896,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu02897,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,Methylibium petroleiphilum
Otu02898,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,EB1017_unclassified,unclassified unclassified
Otu02899,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas fonticola
Otu02900,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu02901,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis
Otu02902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii
Otu02903,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Phormidium,Phormidium priestleyi
Otu02904,Bacteria,Proteobacteria,TA18,CV90,CV90_unclassified,CV90_unclassified,unclassified unclassified
Otu02905,Bacteria,Planctomycetes,Phycisphaerae,WD2101,WD2101_unclassified,WD2101_unclassified,unclassified unclassified
Otu02906,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu02907,Bacteria,OP11,OP11-3,OP11-3_unclassified,OP11-3_unclassified,OP11-3_unclassified,unclassified unclassified
Otu02908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,Pseudochrobactrum unclassified
Otu02909,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu02910,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,(Amoebophilaceae),Candidatus Amoebophilus,Candidatus Amoebophilus unclassified
Otu02911,Bacteria,Acidobacteria,(Chloracidobacteria),PK29,PK29_unclassified,PK29_unclassified,unclassified unclassified
Otu02912,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02913,Bacteria,Proteobacteria,TA18,CV90,CV90_unclassified,CV90_unclassified,unclassified unclassified
Otu02914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Stella,Stella humosa
Otu02915,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,HTCC2089_unclassified,unclassified unclassified
Otu02916,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Lacibacter,Lacibacter cauensis
Otu02917,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,Larkinella unclassified
Otu02918,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,Silanimonas mangrovi
Otu02919,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu02920,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,mitochondria_unclassified,unclassified unclassified
Otu02921,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia unclassified
Otu02922,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu02923,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Phaselicystis,Phaselicystis flava
Otu02924,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu02925,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,unclassified unclassified
Otu02926,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Sinobacteraceae_unclassified,unclassified unclassified
Otu02927,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Allobeggiatoa,Allobeggiatoa halophila
Otu02928,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02929,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Phaselicystis,Phaselicystis flava
Otu02930,Bacteria,Acidobacteria,Sva0725,Sva0725,Sva0725_unclassified,Sva0725_unclassified,unclassified unclassified
Otu02931,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Saprolegnia,Saprolegnia ferax
Otu02932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Seohicola,Seohicola saemankumensis
Otu02933,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_unclassified,unclassified unclassified
Otu02934,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu02935,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu02936,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter daechungensis
Otu02937,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium unclassified
Otu02938,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella dresdenensis
Otu02939,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02940,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,PSB-M-3,PSB-M-3 unclassified
Otu02941,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,Phascolarctobacterium unclassified
Otu02942,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio winogradskyi
Otu02943,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella unclassified
Otu02944,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis
Otu02945,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu02946,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter unclassified
Otu02947,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,J115,Spongiibacter,Spongiibacter tropicus
Otu02948,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36_unclassified,HOC36_unclassified,unclassified unclassified
Otu02949,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Bacteriovorax unclassified
Otu02950,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu02951,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,unclassified unclassified
Otu02952,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu02953,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02954,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,MLE1-12_unclassified,MLE1-12_unclassified,unclassified unclassified
Otu02955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium unclassified
Otu02956,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium conglomeratum
Otu02957,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas asaccharolytica
Otu02958,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila
Otu02959,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu02960,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoburkholderia,Pseudoburkholderia malthae
Otu02961,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae_unclassified,unclassified unclassified
Otu02962,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu02963,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiellaceae_unclassified,unclassified unclassified
Otu02964,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Cesiribacter,Cesiribacter andamanensis
Otu02965,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu02966,Bacteria,OP3,koll11,GIF10,kpj58rc,kpj58rc_unclassified,unclassified unclassified
Otu02967,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella rubrilucens
Otu02968,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu02969,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Fangia,Fangia hongkongensis
Otu02970,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium unclassified
Otu02971,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu02972,Bacteria,Chlorobi,BSV26,A89,A89_unclassified,A89_unclassified,unclassified unclassified
Otu02973,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila
Otu02974,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus unclassified
Otu02975,Bacteria,Chloroflexi,TK10,AKYG885,Dolo 23,Dolo 23_unclassified,unclassified unclassified
Otu02976,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium unclassified
Otu02977,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,Leptolyngbya unclassified
Otu02978,Bacteria,Bacteroidetes,BME43,BME43_unclassified,BME43_unclassified,BME43_unclassified,unclassified unclassified
Otu02979,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu02980,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu02981,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis,Desulfofustis glycolicus
Otu02982,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter gelatinilyticus
Otu02983,Bacteria,Chloroflexi,SL56,SL56_unclassified,SL56_unclassified,SL56_unclassified,unclassified unclassified
Otu02984,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga xylanolytica
Otu02985,Bacteria,Cyanobacteria,4C0d-2,SM2F09,SM2F09_unclassified,SM2F09_unclassified,unclassified unclassified
Otu02986,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Xenococcaceae_unclassified,unclassified unclassified
Otu02987,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella unclassified
Otu02988,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu02989,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium unclassified
Otu02990,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu02991,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter agilis
Otu02992,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu02993,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonadaceae_unclassified,unclassified unclassified
Otu02994,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Sediminibacterium,Sediminibacterium unclassified
Otu02995,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu02996,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella unclassified
Otu02997,Bacteria,Gemmatimonadetes,Gemm-1,Gemm-1_unclassified,Gemm-1_unclassified,Gemm-1_unclassified,unclassified unclassified
Otu02998,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter unclassified
Otu02999,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu03000,Bacteria,(Thermi),Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus unclassified
Otu03001,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,unclassified unclassified
Otu03002,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis
Otu03003,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,HTCC2089_unclassified,unclassified unclassified
Otu03004,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,Rhodovastum atsumiense
Otu03005,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Angiococcus,Angiococcus disciformis
Otu03006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarcticicola,Antarcticicola litoralis
Otu03007,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Spermatozopsis,Spermatozopsis exsultans
Otu03008,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
Otu03009,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea koreensis
Otu03010,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu03011,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacterineae_unclassified,unclassified unclassified
Otu03012,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema unclassified
Otu03013,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,OM27_unclassified,unclassified unclassified
Otu03014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,Oceanibaculum indicum
Otu03015,Bacteria,Planctomycetes,Pla4,Pla4_unclassified,Pla4_unclassified,Pla4_unclassified,unclassified unclassified
Otu03016,Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,Gallionella unclassified
Otu03017,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoburkholderia,Pseudoburkholderia malthae
Otu03018,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
Otu03019,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus unclassified
Otu03020,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales_unclassified,Phycisphaerales_unclassified,unclassified unclassified
Otu03021,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Peredibacter starrii
Otu03022,Bacteria,NKB19,NKB19_unclassified,NKB19_unclassified,NKB19_unclassified,NKB19_unclassified,unclassified unclassified
Otu03023,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangiaceae_unclassified,unclassified unclassified
Otu03024,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,(Odoribacteraceae),Odoribacter,Odoribacter unclassified
